,time,mat1,mat2,width1,width2,thickness,operator
424,2021-06-07 14:09:46.532506673,0,0,105,115,18,Bob
425,2021-06-07 14:14:14.038197026,2,2,120,125,25,Bob
426,2021-06-07 14:19:44.938169299,2,2,120,100,12,Bob
427,2021-06-07 14:25:32.869566540,0,0,165,140,25,Bob
428,2021-06-07 14:29:46.555821658,1,2,115,-1,18,Bob
429,2021-06-07 14:35:32.697893966,1,1,195,215,25,Bob
430,2021-06-07 14:40:47.772998275,1,1,190,185,25,Bob
431,2021-06-07 14:46:09.970839507,0,0,110,130,15,Bob
432,2021-06-07 14:50:54.207981352,1,1,100,100,22,Bob
433,2021-06-07 14:56:05.164970749,0,0,170,185,18,Bob
434,2021-06-07 15:00:43.369828973,2,2,140,140,28,Alice
435,2021-06-07 15:05:44.859546722,1,2,115,125,25,Alice
436,2021-06-07 15:10:48.841005239,2,2,135,160,25,Alice
437,2021-06-07 15:15:54.352938513,1,1,130,145,28,Alice
438,2021-06-07 15:20:42.371144432,0,1,200,185,12,Alice
439,2021-06-07 15:25:58.264163612,1,2,130,140,22,Alice
440,2021-06-07 15:31:17.729593515,1,2,160,135,22,Alice
441,2021-06-07 15:36:29.495251829,1,2,130,155,15,Alice
442,2021-06-07 15:42:03.941290254,2,2,190,215,18,Alice
443,2021-06-07 15:47:46.666095496,0,0,100,100,25,Alice
444,2021-06-07 15:51:45.962496335,1,1,120,130,28,Alice
445,2021-06-07 15:56:36.128513256,1,2,115,125,25,Alice
446,2021-06-07 16:01:47.314769096,1,2,130,135,15,Bob
447,2021-06-07 16:07:41.507316526,2,2,190,175,18,Bob
448,2021-06-07 16:13:30.772604751,2,2,135,155,18,Bob
449,2021-06-07 16:19:14.705862524,2,2,205,205,18,Bob
450,2021-06-07 16:25:18.896493607,1,2,195,190,28,Bob
451,2021-06-07 16:30:49.182676884,2,2,125,110,15,Bob
452,2021-06-07 16:36:45.016482163,1,1,130,145,22,Bob
453,2021-06-07 16:41:54.563601299,0,0,180,195,22,Bob
454,2021-06-07 16:46:25.934159301,2,2,105,100,18,Bob
455,2021-06-07 16:52:00.076194679,1,1,175,190,25,Bob
456,2021-06-07 16:57:17.392106534,0,1,165,145,18,Bob
457,2021-06-08 08:04:50.062506236,0,0,125,130,22,Charlie
458,2021-06-08 08:09:31.547147668,1,1,165,165,15,Charlie
459,2021-06-08 08:15:23.331254318,2,2,215,220,18,Charlie
460,2021-06-08 08:21:25.053658190,1,1,195,210,25,Charlie
461,2021-06-08 08:26:51.957189534,1,2,145,135,25,Charlie
462,2021-06-08 08:32:25.813500979,1,2,215,205,28,Charlie
463,2021-06-08 08:38:21.067498412,1,1,165,150,15,Charlie
464,2021-06-08 08:43:55.180088139,1,1,105,125,28,Charlie
465,2021-06-08 08:49:02.223400267,0,1,115,135,25,Charlie
466,2021-06-08 08:54:08.591725536,1,2,100,100,22,Charlie
467,2021-06-08 08:59:49.993864768,1,2,190,200,25,Charlie
468,2021-06-08 09:05:49.776287402,1,2,135,155,18,David
469,2021-06-08 09:11:44.311275764,1,1,205,190,25,David
470,2021-06-08 09:17:10.295258294,2,2,165,170,25,David
471,2021-06-08 09:22:43.654881519,2,2,135,115,15,David
472,2021-06-08 09:28:40.399011122,0,0,190,185,18,David
473,2021-06-08 09:33:30.579452435,1,2,155,145,18,David
474,2021-06-08 09:39:20.967788239,2,2,190,180,18,David
475,2021-06-08 09:45:19.346198646,1,1,215,220,15,David
476,2021-06-08 09:51:18.950048024,0,1,105,120,9999,David
477,2021-06-08 09:56:39.143657857,2,2,195,190,18,David
478,2021-06-08 10:02:34.101020065,2,2,200,175,18,Charlie
479,2021-06-08 10:08:34.687791825,1,2,200,190,28,Charlie
480,2021-06-08 10:14:20.276557671,0,0,200,210,28,Charlie
481,2021-06-08 10:18:53.529154689,1,2,170,160,25,Charlie
482,2021-06-08 10:24:45.599264749,0,1,215,220,22,Charlie
483,2021-06-08 10:30:09.022021010,1,2,105,125,22,Charlie
484,2021-06-08 10:35:51.987899814,0,0,110,110,28,Charlie
485,2021-06-08 10:40:18.333166037,0,0,215,220,15,Charlie
486,2021-06-08 10:45:26.031457863,1,2,145,170,22,Charlie
487,2021-06-08 10:51:18.832591276,2,2,170,180,15,Charlie
488,2021-06-08 10:57:32.485293588,2,2,125,145,18,Charlie
489,2021-06-08 11:03:39.830029514,2,2,130,135,22,David
490,2021-06-08 11:09:20.795273770,1,1,120,105,25,David
491,2021-06-08 11:14:28.443380230,0,0,175,175,18,David
492,2021-06-08 11:19:06.722772398,2,2,160,135,15,David
493,2021-06-08 11:25:02.293579262,1,2,105,105,25,David
494,2021-06-08 11:30:31.498077439,2,2,180,175,22,David
495,2021-06-08 11:36:11.057580032,1,1,185,170,28,David
496,2021-06-08 11:41:27.010413228,1,2,105,100,22,David
497,2021-06-08 11:46:58.458368619,1,2,115,120,28,David
498,2021-06-08 11:52:28.976338433,1,1,205,195,22,David
499,2021-06-08 11:57:55.210748734,2,2,180,185,25,David
500,2021-06-08 13:03:19.546405892,1,2,215,220,22,Charlie
501,2021-06-08 13:09:23.002663393,1,2,175,200,22,Charlie
502,2021-06-08 13:15:18.704246031,2,2,105,100,25,Charlie
503,2021-06-08 13:20:58.433942195,1,1,105,130,12,Charlie
504,2021-06-08 13:26:43.920305798,1,2,125,100,22,Charlie
505,2021-06-08 13:32:38.965572924,2,2,145,135,15,Charlie
506,2021-06-08 13:38:48.502764405,1,2,105,120,18,Charlie
507,2021-06-08 13:44:44.930371421,0,0,115,125,22,Charlie
508,2021-06-08 13:49:25.071698591,1,1,215,220,22,Charlie
509,2021-06-08 13:55:03.301888483,1,2,195,205,28,Charlie
510,2021-06-08 14:00:49.036776396,0,0,150,125,28,David
511,2021-06-08 14:05:17.036460724,1,2,105,105,25,David
512,2021-06-08 14:10:53.561292372,1,1,190,195,15,David
513,2021-06-08 14:16:50.874545817,0,0,185,205,18,David
514,2021-06-08 14:21:38.242126399,0,0,105,100,18,David
515,2021-06-08 14:26:16.275391811,0,1,120,125,18,David
516,2021-06-08 14:31:31.039237911,0,2,110,105,25,David
517,2021-06-08 14:37:01.019267770,1,2,180,205,28,David
518,2021-06-08 14:42:41.730348518,0,0,210,220,15,David
519,2021-06-08 14:47:42.603361431,2,2,205,185,15,David
520,2021-06-08 14:53:54.702740137,2,2,190,180,25,David
521,2021-06-08 14:59:31.135472477,1,1,150,125,25,David
522,2021-06-08 15:04:42.722364498,0,0,155,170,25,Charlie
523,2021-06-08 15:09:10.312850244,0,1,175,170,12,Charlie
524,2021-06-08 15:14:57.557712059,0,0,155,145,28,Charlie
525,2021-06-08 15:19:34.742449959,1,2,135,120,22,Charlie
526,2021-06-08 15:25:21.745045472,2,2,170,175,25,Charlie
527,2021-06-08 15:31:00.051513691,2,2,155,155,18,Charlie
528,2021-06-08 15:36:59.020602975,0,0,180,175,25,Charlie
529,2021-06-08 15:41:45.142739271,1,2,100,110,28,Charlie
530,2021-06-08 15:47:15.907729814,0,0,160,175,25,Charlie
531,2021-06-08 15:51:59.393237443,1,2,215,200,28,Charlie
532,2021-06-08 15:57:46.525424221,0,0,145,145,12,Charlie
533,2021-06-08 16:02:44.578936037,1,1,180,195,22,David
534,2021-06-08 16:08:07.252374232,1,1,110,100,28,David
535,2021-06-08 16:13:12.040553883,0,0,185,185,22,David
536,2021-06-08 16:17:50.932667454,0,0,130,150,15,David
537,2021-06-08 16:22:41.496406211,0,1,160,145,15,David
538,2021-06-08 16:27:57.958300158,0,0,145,120,15,David
539,2021-06-08 16:32:31.054128160,2,2,105,100,15,David
540,2021-06-08 16:38:17.914258424,0,0,210,185,28,David
541,2021-06-08 16:42:46.340133916,0,0,170,195,18,David
542,2021-06-08 16:47:25.410828122,0,0,140,140,18,David
543,2021-06-08 16:52:13.583213532,0,0,175,180,12,David
544,2021-06-08 16:57:14.178200428,2,2,215,215,18,David
545,2021-06-09 08:03:51.633165287,0,0,130,115,25,Eric
546,2021-06-09 08:08:02.028010878,0,1,210,210,18,Eric
547,2021-06-09 08:13:15.723936424,1,2,140,140,15,Eric
548,2021-06-09 08:19:01.178591178,2,2,165,155,25,Eric
549,2021-06-09 08:24:17.236797249,1,2,195,190,25,Eric
550,2021-06-09 08:29:42.245796214,1,2,120,125,18,Eric
551,2021-06-09 08:35:22.396057898,0,0,100,100,25,Eric
552,2021-06-09 08:39:35.589440959,1,2,125,110,22,Eric
553,2021-06-09 08:44:53.443848889,2,2,160,175,25,Eric
554,2021-06-09 08:50:06.861606149,0,1,115,125,18,Eric
555,2021-06-09 08:55:04.674425791,0,0,105,115,28,Eric
556,2021-06-09 08:59:04.535199184,1,1,120,110,28,Eric
557,2021-06-09 09:03:46.108980453,1,2,135,120,22,Geralt
558,2021-06-09 09:09:28.038275826,0,0,180,165,15,Geralt
559,2021-06-09 09:14:15.650728616,2,2,110,125,15,Geralt
560,2021-06-09 09:20:07.766445251,0,0,135,115,15,Geralt
561,2021-06-09 09:24:46.018629088,0,0,115,100,25,Geralt
562,2021-06-09 09:29:02.220573839,2,2,150,165,18,Geralt
563,2021-06-09 09:34:51.963589269,2,2,160,150,18,Geralt
564,2021-06-09 09:40:42.349671925,2,2,195,195,25,Geralt
565,2021-06-09 09:46:05.281665639,2,2,205,200,18,Geralt
566,2021-06-09 09:52:07.398984073,2,2,105,100,25,Geralt
567,2021-06-09 09:57:39.488699924,2,2,140,150,18,Geralt
568,2021-06-09 10:03:25.090824580,1,2,145,170,12,Eric
569,2021-06-09 10:09:09.757180104,2,2,135,150,15,Eric
570,2021-06-09 10:14:59.464093250,2,2,175,190,15,Eric
571,2021-06-09 10:20:45.643878533,0,0,110,110,22,Eric
572,2021-06-09 10:24:57.510218318,0,1,175,160,28,Eric
573,2021-06-09 10:29:39.821615770,1,2,150,165,22,Eric
574,2021-06-09 10:35:06.652795492,2,2,215,210,12,Eric
575,2021-06-09 10:41:11.166090906,1,2,150,145,22,Eric
576,2021-06-09 10:46:37.385027179,0,1,125,125,25,Eric
577,2021-06-09 10:51:25.106379613,2,2,170,165,18,Erik
578,2021-06-09 10:57:02.111031098,1,2,135,120,22,Eric
579,2021-06-09 11:02:28.980007565,2,2,155,135,15,Geralt
580,2021-06-09 11:08:24.412952828,0,1,120,130,25,Geralt
581,2021-06-09 11:13:16.565492962,0,0,165,185,18,Geralt
582,2021-06-09 11:17:47.101380272,1,2,180,170,25,Geralt
583,2021-06-09 11:23:22.318832364,0,0,105,130,22,Geralt
584,2021-06-09 11:27:56.024086737,0,1,175,190,15,Geralt
585,2021-06-09 11:33:18.198493037,1,1,110,100,25,Geralt
586,2021-06-09 11:38:28.744532620,0,0,175,195,22,Geralt
587,2021-06-09 11:43:02.636408041,0,0,155,180,28,Geralt
588,2021-06-09 11:47:17.468060266,0,0,115,100,25,Geralt
589,2021-06-09 11:51:32.081617538,2,2,200,215,15,Geralt
590,2021-06-09 11:57:35.524993269,1,1,170,145,15,Geralt
591,2021-06-09 13:03:02.077125855,2,2,165,190,15,Eric
592,2021-06-09 13:08:47.673152282,0,0,145,165,18,Eric
593,2021-06-09 13:13:12.507283264,2,2,110,130,25,Eric
594,2021-06-09 13:18:28.140646875,1,2,100,100,22,Eric
595,2021-06-09 13:23:53.321178438,2,2,120,145,15,Eric
596,2021-06-09 13:29:23.394255839,1,2,155,145,22,Eric
597,2021-06-09 13:34:46.750486330,2,2,135,120,28,Eric
598,2021-06-09 13:40:02.161646664,1,2,210,220,22,Eric
599,2021-06-09 13:45:44.382604368,2,2,130,125,15,Eric
600,2021-06-09 13:51:26.473651838,0,1,105,115,25,Eric
601,2021-06-09 13:56:00.928725524,1,2,115,130,28,Eric
602,2021-06-09 14:01:03.967409975,0,0,120,120,15,Geralt
603,2021-06-09 14:05:41.942279488,0,0,110,125,22,Geralt
604,2021-06-09 14:10:07.741246250,0,0,155,165,12,Geralt
605,2021-06-09 14:15:00.615997839,2,2,170,160,28,Geralt
606,2021-06-09 14:20:27.222104106,1,1,190,165,25,Geralt
607,2021-06-09 14:25:48.507963061,1,1,125,110,22,Geralt
608,2021-06-09 14:31:03.240390831,2,2,140,125,22,Geralt
609,2021-06-09 14:36:27.847557044,1,2,145,170,25,Geralt
610,2021-06-09 14:42:07.606130112,1,2,170,160,25,Geralt
611,2021-06-09 14:47:43.120191544,1,2,180,170,22,Geralt
612,2021-06-09 14:53:30.831284287,2,2,195,205,18,Geralt
613,2021-06-09 14:59:29.502061630,0,0,155,140,25,Geralt
614,2021-06-09 15:04:00.393601333,0,0,215,200,25,Eric
615,2021-06-09 15:08:19.070820191,1,2,205,220,28,Eric
616,2021-06-09 15:13:48.586527487,0,0,125,125,18,Eric
617,2021-06-09 15:18:09.528730060,0,0,100,100,15,Eric
618,2021-06-09 15:22:28.775883892,1,2,210,210,25,Eric
619,2021-06-09 15:27:58.597560911,2,2,105,100,18,Eric
620,2021-06-09 15:33:38.089193852,1,2,110,115,25,Eric
621,2021-06-09 15:38:51.354318167,1,1,110,130,18,Eric
622,2021-06-09 15:44:08.520536014,0,0,105,100,12,Eric
623,2021-06-09 15:48:34.994141887,1,2,200,185,15,Eric
624,2021-06-09 15:54:29.537637243,2,2,165,165,15,Eric
625,2021-06-09 16:00:14.029593443,2,2,215,205,15,Geralt
626,2021-06-09 16:06:09.682924668,1,2,105,100,18,Geralt
627,2021-06-09 16:11:58.093016383,0,1,105,100,15,Geralt
628,2021-06-09 16:17:08.962075490,1,2,160,175,22,Geralt
629,2021-06-09 16:22:48.208563975,0,1,105,100,28,Geralt
630,2021-06-09 16:27:38.738493772,0,0,185,210,25,Geralt
631,2021-06-09 16:32:13.322148693,1,1,200,210,22,Geralt
632,2021-06-09 16:37:41.768310343,1,2,170,175,28,Geralt
633,2021-06-09 16:43:25.872068082,2,2,205,185,25,Geralt
634,2021-06-09 16:48:55.519374921,1,2,140,140,15,Geralt
635,2021-06-09 16:54:58.089655316,2,2,145,140,18,Geralt
636,2021-06-10 08:02:46.919787399,0,0,185,195,28,Alice
637,2021-06-10 08:06:56.710604819,0,0,200,220,25,Alice
638,2021-06-10 08:11:08.436995057,0,0,190,195,12,Alice
639,2021-06-10 08:15:42.312990479,1,1,100,120,15,Alice
640,2021-06-10 08:20:51.738834622,1,2,130,140,18,Alice
641,2021-06-10 08:26:28.298210872,2,2,120,100,15,Alice
642,2021-06-10 08:31:48.969045890,2,2,140,165,15,Alice
643,2021-06-10 08:37:31.847871354,1,2,170,170,25,Alice
644,2021-06-10 08:43:01.324212202,1,2,135,135,25,Alice
645,2021-06-10 08:48:18.190920783,0,1,165,140,25,Alice
646,2021-06-10 08:52:55.361096228,0,1,215,195,18,Alice
647,2021-06-10 08:58:16.212906147,0,0,130,135,15,Alice
648,2021-06-10 09:02:45.736280945,1,2,115,120,12,Bob
649,2021-06-10 09:08:41.487504123,0,0,150,155,25,Bob
650,2021-06-10 09:13:07.893170616,2,2,190,185,28,Bob
651,2021-06-10 09:18:32.728215900,0,0,170,170,18,Bob
652,2021-06-10 09:23:15.727853891,1,1,195,175,22,Bob
653,2021-06-10 09:28:32.568251223,0,1,120,120,28,Bob
654,2021-06-10 09:33:26.954842584,1,2,135,160,15,Bob
655,2021-06-10 09:39:12.835550139,0,0,165,150,28,Bob
656,2021-06-10 09:43:29.940560090,2,2,100,110,22,Bob
657,2021-06-10 09:49:07.349991245,0,0,-1,220,28,Bob
658,2021-06-10 09:53:28.951088563,1,2,210,220,25,Bob
659,2021-06-10 09:59:10.083850652,2,2,155,135,12,Bob
660,2021-06-10 10:05:18.370026307,1,2,160,135,25,Alice
661,2021-06-10 10:10:33.015322806,1,2,140,160,15,Alice
662,2021-06-10 10:16:09.341188028,0,0,135,160,28,Alice
663,2021-06-10 10:20:04.608965149,1,1,160,180,22,Alice
664,2021-06-10 10:25:07.752211067,1,2,180,165,25,Alice
665,2021-06-10 10:30:32.512572241,1,2,155,130,28,Alice
666,2021-06-10 10:35:43.625984199,0,0,210,185,18,Alice
667,2021-06-10 10:40:10.353872025,1,2,185,195,22,Alice
668,2021-06-10 10:45:45.800882612,0,1,180,205,18,Alice
669,2021-06-10 10:50:46.692567423,0,0,150,135,18,Alice
670,2021-06-10 10:55:05.478239068,1,2,140,145,22,Alice
671,2021-06-10 11:00:24.555952192,1,2,205,180,25,Bob
672,2021-06-10 11:06:12.184124350,0,0,120,135,15,Bob
673,2021-06-10 11:10:54.798402964,0,0,160,135,22,Bob
674,2021-06-10 11:15:26.992699038,1,2,145,165,18,Bob
675,2021-06-10 11:21:10.723670579,0,0,135,135,15,Bob
676,2021-06-10 11:25:43.549966509,1,1,130,130,18,Bob
677,2021-06-10 11:31:03.041068617,2,2,175,200,28,Bob
678,2021-06-10 11:36:24.278852032,0,0,100,100,28,Bob
679,2021-06-10 11:40:34.505818090,1,2,185,185,25,Bob
680,2021-06-10 11:46:19.685783314,1,2,120,105,28,Bob
681,2021-06-10 11:51:38.204853700,1,2,190,205,22,Bob
682,2021-06-10 11:57:19.583701358,0,0,210,205,28,Bob
683,2021-06-10 13:01:45.895055159,1,1,170,190,18,Alice
684,2021-06-10 13:07:07.930717604,0,0,105,110,25,Alice
685,2021-06-10 13:11:04.297335311,0,0,165,165,18,Alice
686,2021-06-10 13:15:25.751541980,0,1,160,180,18,Alice
687,2021-06-10 13:20:33.644299450,0,0,165,145,18,Alice
688,2021-06-10 13:24:49.516628703,2,2,130,110,15,Alice
689,2021-06-10 13:30:30.832326800,0,0,155,165,25,Alice
690,2021-06-10 13:34:39.264169676,1,2,120,115,18,Alice
691,2021-06-10 13:40:06.966466382,0,0,135,160,28,Alice
692,2021-06-10 13:43:57.837755786,2,2,135,145,22,Alice
693,2021-06-10 13:49:05.304225299,1,2,185,195,28,Alice
694,2021-06-10 13:54:29.844901565,2,2,210,205,25,Alice
695,2021-06-10 13:59:41.774566663,1,2,190,175,22,Alice
696,2021-06-10 14:05:14.813472045,0,2,170,180,28,Bob
697,2021-06-10 14:10:44.268962101,0,0,155,170,28,Bob
698,2021-06-10 14:15:09.323315125,2,2,205,200,25,Bob
699,2021-06-10 14:20:45.520569701,1,2,160,150,15,Bob
700,2021-06-10 14:26:31.251930485,1,2,215,205,25,Bob
701,2021-06-10 14:32:16.931393241,1,1,195,170,25,Bob
702,2021-06-10 14:37:29.160856688,0,0,170,170,28,Bob
703,2021-06-10 14:41:52.569245508,0,0,180,175,25,Bob
704,2021-06-10 14:46:19.770680227,1,1,145,135,22,Bob
705,2021-06-10 14:51:35.632137749,0,0,195,200,22,Bob
706,2021-06-10 14:56:17.114418024,1,1,105,100,22,Bob
707,2021-06-10 15:01:25.358290149,0,0,110,125,28,Alice
708,2021-06-10 15:05:20.721016371,0,0,185,185,22,Alice
709,2021-06-10 15:09:24.828192192,1,2,105,100,15,Alice
710,2021-06-10 15:14:46.247886686,0,1,200,185,28,Alice
711,2021-06-10 15:19:38.356932610,2,2,160,155,25,Alice
712,2021-06-10 15:24:44.493316645,1,2,9999,165,15,Alice
713,2021-06-10 15:30:31.807370290,1,2,100,100,25,Alice
714,2021-06-10 15:35:43.970247184,0,1,185,160,28,Alice
715,2021-06-10 15:40:24.065426907,0,2,130,135,22,Alice
716,2021-06-10 15:45:35.141641557,1,2,155,180,25,Alice
717,2021-06-10 15:50:52.844244410,2,2,125,115,28,Alice
718,2021-06-10 15:55:49.997749190,1,2,175,185,25,Alice
719,2021-06-10 16:01:08.623656374,1,2,185,175,18,Bob
720,2021-06-10 16:07:02.298648842,1,1,115,125,15,Bob
721,2021-06-10 16:12:32.497737539,2,2,120,110,12,Bob
722,2021-06-10 16:18:24.912810567,0,0,205,205,25,Bob
723,2021-06-10 16:22:50.240210257,2,2,170,145,12,Bob
724,2021-06-10 16:28:55.412125924,1,2,155,130,25,Bob
725,2021-06-10 16:34:21.572795932,2,2,175,195,15,Bob
726,2021-06-10 16:40:22.849152753,0,1,175,185,15,Bob
727,2021-06-10 16:45:46.967483349,2,2,160,160,15,Bob
728,2021-06-10 16:51:40.320935695,1,2,175,180,15,Bob
729,2021-06-10 16:57:32.527199279,1,2,170,170,22,Bob
730,2021-06-11 08:03:00.270087287,2,2,165,155,22,Charlie
731,2021-06-11 08:08:50.772420239,1,2,155,175,28,Charlie
732,2021-06-11 08:14:27.421852602,1,2,190,215,22,Charlie
733,2021-06-11 08:20:26.835118276,1,1,170,185,25,Charlie
734,2021-06-11 08:25:54.465770256,2,2,165,160,22,Charlie
735,2021-06-11 08:31:49.079978550,0,0,110,100,18,Charlie
736,2021-06-11 08:36:38.642909758,1,1,210,220,22,Charlie
737,2021-06-11 08:42:22.076256702,2,2,155,180,25,Charlie
738,2021-06-11 08:48:04.392281942,0,0,205,195,28,Charlie
739,2021-06-11 08:52:46.370471784,0,1,105,125,25,Charlie
740,2021-06-11 08:57:50.388128634,0,0,140,135,22,Charlie
741,2021-06-11 09:02:32.656490904,2,2,175,170,15,David
742,2021-06-11 09:08:35.821562505,0,0,100,110,25,David
743,2021-06-11 09:13:12.266761070,0,1,200,180,25,David
744,2021-06-11 09:18:19.679759233,0,0,145,150,18,David
745,2021-06-11 09:23:02.028129508,0,0,175,190,28,David
746,2021-06-11 09:27:32.551545567,2,2,160,170,12,David
747,2021-06-11 09:33:34.754118817,1,1,125,140,18,David
748,2021-06-11 09:39:08.648871179,2,2,180,195,18,David
749,2021-06-11 09:45:05.208919166,2,2,170,165,25,David
750,2021-06-11 09:50:32.353802731,1,2,205,205,25,David
751,2021-06-11 09:56:22.762078133,2,2,140,145,25,David
752,2021-06-11 10:01:59.204834211,2,2,100,100,12,Charlie
753,2021-06-11 10:08:03.000181448,2,2,100,100,22,Charlie
754,2021-06-11 10:13:52.691485749,1,1,170,160,28,Charlie
755,2021-06-11 10:19:17.136874498,2,2,125,140,15,Charlie
756,2021-06-11 10:25:18.697305697,1,2,165,150,28,Charlie
757,2021-06-11 10:30:53.715541068,0,0,130,130,28,Charlie
758,2021-06-11 10:35:23.206458990,1,1,215,190,25,Charlie
759,2021-06-11 10:40:53.375664437,1,2,150,150,25,Charlie
760,2021-06-11 10:46:37.739686919,1,2,170,180,18,Charlie
761,2021-06-11 10:52:46.056040835,1,2,130,135,28,Charlie
762,2021-06-11 10:58:31.383016963,1,2,180,155,25,Charlie
763,2021-06-11 11:04:20.930893121,1,2,110,100,25,David
764,2021-06-11 11:09:54.733029923,2,2,215,195,18,David
765,2021-06-11 11:15:52.571914474,2,2,155,150,18,David
766,2021-06-11 11:21:52.627507251,2,2,180,175,12,David
767,2021-06-11 11:27:57.468304609,1,2,100,120,22,David
768,2021-06-11 11:33:45.956771841,2,2,210,215,15,David
769,2021-06-11 11:39:44.260964080,1,2,135,135,12,David
770,2021-06-11 11:45:52.627844480,0,0,175,175,18,David
771,2021-06-11 11:50:36.689816344,1,1,165,170,25,David
772,2021-06-11 11:55:57.259718797,1,1,120,120,28,David
773,2021-06-11 13:01:34.529809408,0,1,185,210,28,Charlie
774,2021-06-11 13:06:43.081357866,2,2,180,155,15,Charlie
775,2021-06-11 13:12:49.563123406,1,2,215,195,28,Charlie
776,2021-06-11 13:18:36.474946639,1,2,195,220,28,Charlie
777,2021-06-11 13:24:27.397375920,2,2,200,180,22,Charlie
778,2021-06-11 13:30:16.041773684,1,2,155,175,15,Charlie
779,2021-06-11 13:36:18.577402746,1,2,175,155,18,Charlie
780,2021-06-11 13:42:21.260844092,0,0,195,205,28,Charlie
781,2021-06-11 13:46:53.718395026,1,2,105,100,28,Charlie
782,2021-06-11 13:52:30.898390996,1,2,100,115,18,Charlie
783,2021-06-11 13:58:20.171840730,1,2,195,220,15,Charlie
784,2021-06-11 14:04:30.767873254,0,0,190,190,28,David
785,2021-06-11 14:08:59.279476707,0,1,210,220,22,David
786,2021-06-11 14:14:15.607055226,1,2,215,195,28,David
787,2021-06-11 14:19:53.986325410,0,0,180,175,28,David
788,2021-06-11 14:24:28.704020845,1,2,130,105,25,David
789,2021-06-11 14:29:57.893212737,0,0,155,140,22,David
790,2021-06-11 14:34:29.241925425,0,0,210,220,15,David
791,2021-06-11 14:39:19.455410305,1,1,200,210,25,David
792,2021-06-11 14:44:48.348167844,0,0,140,140,18,David
793,2021-06-11 14:49:31.790528434,0,0,125,135,25,David
794,2021-06-11 14:54:00.623325572,2,2,125,105,15,David
795,2021-06-11 15:00:00.946199305,2,2,160,135,12,Charlie
796,2021-06-11 15:06:15.736846356,1,2,105,100,25,Charlie
797,2021-06-11 15:11:54.801055330,1,1,110,125,28,Charlie
798,2021-06-11 15:17:14.914495203,1,1,160,185,22,Charlie
799,2021-06-11 15:22:37.052964922,2,2,200,190,25,Charlie
800,2021-06-11 15:28:19.463625756,0,0,195,195,22,Charlie
801,2021-06-11 15:33:05.025148029,0,0,160,140,15,Charlie
802,2021-06-11 15:38:01.834256361,1,2,215,190,22,Charlie
803,2021-06-11 15:43:52.787249636,1,2,170,185,22,Charlie
804,2021-06-11 15:49:47.974618670,1,2,105,125,15,Charlie
805,2021-06-11 15:55:43.045515367,0,1,210,220,18,Charlie
806,2021-06-11 16:01:07.431447904,2,2,150,175,18,David
807,2021-06-11 16:06:55.095216905,1,2,145,155,25,David
808,2021-06-11 16:12:34.720019932,2,2,205,220,15,David
809,2021-06-11 16:18:36.580483877,1,2,140,135,15,David
810,2021-06-11 16:24:29.812300532,1,2,180,180,28,David
811,2021-06-11 16:30:13.113429373,0,0,125,110,15,David
812,2021-06-11 16:34:59.305630422,1,1,150,150,28,David
813,2021-06-11 16:40:10.253934496,2,2,110,100,15,David
814,2021-06-11 16:46:02.946001734,0,0,215,215,25,David
815,2021-06-11 16:50:37.046912418,1,1,185,165,25,David
816,2021-06-11 16:55:55.941092877,0,1,115,135,25,David
817,2021-06-14 08:02:39.909474113,1,2,180,205,25,Alice
818,2021-06-14 08:08:02.508623535,1,1,200,220,15,Alice
819,2021-06-14 08:13:39.827602435,2,2,150,170,28,Alice
820,2021-06-14 08:18:43.872603866,2,2,175,150,22,Alice
821,2021-06-14 08:23:45.745447820,0,0,210,195,25,Alice
822,2021-06-14 08:27:59.148786588,1,2,180,170,22,Alice
823,2021-06-14 08:33:23.600423683,0,0,185,160,25,Alice
824,2021-06-14 08:37:38.376771630,1,1,130,115,25,Alice
825,2021-06-14 08:42:27.816022451,2,2,110,100,15,Alice
826,2021-06-14 08:47:56.871671417,1,1,140,160,25,Alice
827,2021-06-14 08:52:50.101512243,1,2,175,190,18,Alice
828,2021-06-14 08:58:25.859960497,1,2,185,190,18,Alice
829,2021-06-14 09:04:16.305036695,0,1,115,115,25,Bob
830,2021-06-14 09:09:08.319489215,0,0,105,115,15,Bob
831,2021-06-14 09:13:47.987553228,0,0,200,210,25,Bob
832,2021-06-14 09:18:10.928883962,1,1,180,205,15,Bob
833,2021-06-14 09:24:00.676760932,0,0,140,130,15,Bob
834,2021-06-14 09:28:27.340421423,1,2,145,145,18,Bob
835,2021-06-14 09:34:13.213365487,2,2,160,145,25,Bob
836,2021-06-14 09:39:41.352013467,2,2,190,165,18,Bob
837,2021-06-14 09:45:39.745446518,0,0,120,115,28,Bob
838,2021-06-14 09:49:42.571888024,1,2,170,180,25,Bob
839,2021-06-14 09:55:17.737568346,0,1,200,220,15,Bob
840,2021-06-14 10:00:41.945079962,1,2,140,155,25,Alice
841,2021-06-14 10:05:55.486488177,0,1,155,140,28,Alice
842,2021-06-14 10:10:35.392429542,0,0,100,120,28,Alice
843,2021-06-14 10:14:37.453546791,1,2,125,140,15,Alice
844,2021-06-14 10:20:07.331681954,2,2,125,125,28,Alice
845,2021-06-14 10:25:18.867580305,2,2,115,120,18,Alice
846,2021-06-14 10:30:47.709193082,1,1,110,125,18,Alice
847,2021-06-14 10:35:54.266593570,1,2,195,190,25,Alice
